type,caps_text,text_len,excl_text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
bs,4,6396,0,22,18,16,31,7,24,8,30,40,45
bs,8,8013,1,16,30,7,19,20,13,6,44,32,56
bs,22,2879,0,1,6,0,2,4,4,3,9,3,13
bs,2,6506,0,12,23,9,19,10,17,3,28,30,45
bs,15,4984,0,13,11,8,27,6,10,3,16,36,21
bs,1,2518,0,12,3,6,6,2,9,4,7,22,10
bs,2,3684,0,9,10,5,12,8,10,7,17,20,28
bs,16,3275,0,5,9,4,9,3,4,2,6,11,18
bs,2,3593,0,2,6,2,5,5,10,1,5,15,15
bs,7,1696,0,7,3,2,13,0,5,2,5,18,6
bs,3,9689,1,29,31,13,31,19,29,19,40,55,61
bs,6,7360,0,8,13,6,5,8,9,7,16,16,27
bs,3,2843,0,5,9,3,8,2,5,3,5,9,13
bs,1,3016,0,11,17,3,9,10,6,8,13,17,26
bs,2,805,0,1,2,0,1,0,2,0,0,2,3
bs,2,3907,0,11,8,8,17,5,11,5,18,24,26
bs,4,3782,3,11,8,7,13,9,3,4,12,18,29
bs,2,4621,2,15,15,8,19,13,11,7,29,31,46
bs,2,3060,0,18,10,9,19,10,14,8,15,25,26
bs,14,8545,0,30,23,20,37,17,25,13,28,58,53
bs,11,4820,2,26,10,12,23,10,12,9,25,35,36
bs,10,2960,0,4,7,2,6,3,5,3,8,8,11
bs,4,4713,0,6,14,3,10,7,8,3,26,21,37
bs,3,5783,1,15,16,12,21,13,19,10,21,32,36
bs,2,4072,0,13,9,6,6,9,9,8,26,24,35
bs,11,3131,1,0,4,0,1,3,2,1,7,1,14
bs,7,4804,0,9,14,9,18,7,8,9,14,24,20
bs,4,3902,1,8,17,3,10,19,10,8,24,17,32
bs,1,1254,0,8,3,4,5,4,1,2,9,10,13
bs,15,4816,0,16,8,4,23,5,9,6,21,27,27
bs,2,6486,2,18,15,8,22,10,15,16,22,34,42
bs,4,5065,0,12,16,7,16,13,9,7,23,21,36
bs,4,4604,0,14,16,6,16,8,14,7,16,26,25
bs,19,4149,0,11,7,3,15,2,7,1,9,22,24
bs,8,5444,0,19,16,8,24,14,9,3,36,35,46
bs,9,7110,0,12,12,6,12,7,8,4,20,24,28
bs,1,7348,0,4,10,2,7,8,3,5,26,8,38
bs,70,5026,0,7,17,9,15,13,11,10,17,21,31
bs,5,4657,0,8,8,8,9,8,9,6,23,17,33
bs,0,3067,1,13,12,11,18,9,12,7,12,18,28
bs,2,4617,0,21,9,8,28,4,18,4,19,35,22
bs,7,4691,2,27,17,19,23,10,15,8,21,46,28
bs,6,7593,0,34,29,24,41,13,37,10,37,68,50
bs,1,8159,0,16,22,5,16,14,15,5,27,27,44
bs,5,4666,0,3,6,3,8,3,4,4,14,13,31
bs,6,3918,2,10,8,4,16,6,10,8,19,19,25
bs,6,5988,0,14,13,4,18,12,11,6,30,27,51
bs,4,5838,1,27,13,22,32,8,21,10,28,51,40
bs,3,5289,0,11,7,6,17,7,16,2,18,28,34
bs,1,6274,0,8,9,3,9,7,6,5,23,15,36
bs,3,1577,0,0,6,2,0,7,2,6,10,3,16
bs,6,2858,0,5,7,4,9,9,13,4,15,20,25
bs,7,3432,0,10,7,4,10,8,12,6,14,20,20
bs,6,5337,0,6,14,3,17,7,3,3,22,18,33
bs,2,3857,0,7,10,3,12,9,6,4,13,20,27
bs,16,5197,0,21,20,13,23,9,16,8,22,41,40
bs,27,5934,9,23,19,17,24,16,16,14,27,56,43
bs,3,2738,0,12,8,5,16,7,8,4,11,23,18
bs,3,1388,1,8,3,3,7,3,3,1,6,11,8
bs,3,6011,0,23,8,12,20,12,21,7,24,40,40
bs,3,2631,0,4,8,4,5,4,3,0,13,10,22
bs,10,2905,0,11,7,3,12,4,8,3,15,19,20
bs,3,4638,0,13,10,3,15,6,11,3,27,23,35
bs,1,958,0,1,2,2,1,4,2,3,6,3,5
bs,6,2845,0,5,9,4,5,9,4,4,22,8,33
bs,5,3416,0,9,10,7,13,3,7,4,13,17,21
bs,4,4674,0,22,9,9,20,5,11,5,18,27,30
bs,11,5626,0,7,11,10,20,13,14,6,21,24,41
bs,5,3637,0,12,1,3,22,0,5,4,12,21,17
bs,6,2643,0,3,10,4,5,4,3,3,13,9,16
bs,2,5019,0,27,16,12,27,11,20,6,29,41,48
bs,1,6024,0,13,16,9,19,9,16,9,18,35,35
bs,3,5327,0,16,14,6,17,12,9,9,31,29,45
bs,8,1424,0,3,3,0,6,2,1,2,9,6,8
bs,1,5916,0,25,20,16,27,12,16,6,33,36,43
bs,4,3502,2,16,7,8,18,8,11,3,21,28,34
bs,1,684,0,3,2,2,3,1,4,0,3,6,7
bs,5,2504,0,5,7,4,9,4,7,2,10,15,18
bs,23,5526,0,21,11,13,31,5,15,5,26,35,30
bs,2,1935,0,8,10,2,11,2,5,3,8,14,16
bs,9,6944,0,8,11,12,13,10,11,5,22,28,35
bs,67,17182,7,35,30,17,47,20,30,14,56,79,80
bs,12,3096,0,6,9,6,14,5,5,4,15,11,25
bs,10,3997,0,9,8,3,15,3,10,6,17,28,21
bs,3,4324,0,10,8,11,16,7,13,6,14,26,20
bs,2,1643,0,3,7,1,3,4,5,2,6,6,15
bs,6,5227,0,24,12,6,29,8,7,7,29,33,40
bs,2,5931,0,4,10,1,6,14,7,3,23,16,39
bs,12,5030,0,11,11,6,17,6,12,4,27,27,34
bs,3,5954,0,11,15,7,14,10,9,8,32,20,47
bs,23,6701,0,21,26,19,25,13,19,7,34,45,56
bs,61,35859,0,64,62,37,78,45,54,28,115,124,167
bs,28,4740,0,20,19,8,29,12,10,10,24,35,34
bs,43,6402,0,11,8,5,14,3,7,4,17,18,36
bs,35,16534,0,29,32,7,28,16,16,19,44,48,84
bs,19,11222,0,22,27,11,29,12,19,11,41,54,70
bs,49,18620,0,31,28,13,41,9,24,11,48,62,74
bs,40,14888,11,34,40,22,43,21,29,21,61,73,88
bs,28,9748,0,12,15,2,19,9,12,5,26,25,56
bs,42,22535,0,32,42,19,45,26,27,28,77,70,129
bs,23,20179,0,35,37,20,46,20,29,14,63,68,111
bs,0,1653,0,2,4,2,2,2,1,2,5,4,12
bs,9,1621,0,4,3,1,11,2,2,0,8,10,13
bs,4,4655,0,3,19,2,6,9,6,6,17,16,37
bs,0,959,0,1,1,0,0,2,0,0,5,2,10
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,3,358,2,0,2,0,1,2,0,1,5,1,6
bs,1,88,0,0,1,0,0,0,0,0,0,0,0
bs,3,53,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,248,0,1,0,2,1,1,1,1,2,3,2
bs,0,2007,0,13,11,8,11,10,10,4,14,14,17
bs,0,65,0,0,1,0,0,0,0,0,1,0,1
bs,0,85,0,0,0,0,0,1,0,1,1,0,1
bs,6,363,0,0,0,0,1,0,0,1,1,1,2
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,89,0,0,0,0,0,1,0,0,0,0,1
bs,0,288,0,0,3,0,2,2,0,0,3,2,4
bs,0,473,0,2,2,0,1,1,1,1,1,3,2
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,1,88,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,2,320,2,1,3,0,0,2,0,1,2,2,2
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,9,339,3,0,1,2,4,1,1,1,2,6,4
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,1185,0,1,2,0,4,2,1,2,1,2,5
bs,11,774,0,8,2,2,11,0,4,1,1,12,1
bs,3,533,0,0,0,0,1,0,0,0,2,1,4
bs,1,286,0,0,1,0,1,1,1,1,2,0,1
bs,0,334,0,1,2,0,3,1,1,0,2,1,2
bs,0,391,0,0,2,0,2,2,0,1,3,1,4
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,1,41,0,0,1,0,0,0,0,0,0,0,0
bs,9,398,1,4,2,1,5,1,4,0,0,5,4
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,2,76,0,0,1,0,1,1,1,1,0,2,1
bs,2,76,0,0,1,0,1,1,1,1,0,2,1
bs,2,76,0,0,1,0,1,1,1,1,0,2,1
bs,2,76,0,0,1,0,1,1,1,1,0,2,1
bs,0,51,0,0,0,0,0,0,0,0,0,0,0
bs,4,52,0,0,0,0,0,0,0,0,0,0,1
bs,1,521,0,3,2,3,6,1,3,2,2,6,2
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,524,0,2,3,3,5,4,4,2,6,5,7
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,2,269,0,0,0,0,1,0,0,0,2,1,1
bs,0,60,0,0,0,0,0,0,0,0,0,0,0
bs,0,63,0,0,0,0,0,0,0,0,0,0,0
bs,0,61,0,0,0,0,0,0,0,0,0,0,0
bs,0,72,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,57,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,354,0,1,1,2,1,1,2,0,0,4,4
bs,1,394,0,4,1,2,4,1,3,2,1,4,1
bs,3,66,0,0,0,0,0,0,0,0,0,0,0
bs,1,602,0,1,0,1,1,1,1,1,3,1,8
bs,0,491,0,2,2,1,2,2,1,2,3,4,3
bs,0,457,0,2,3,1,1,0,1,0,2,4,2
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,1,238,0,1,0,0,2,0,1,0,2,2,2
bs,11,2720,0,17,8,4,22,5,9,3,11,26,16
bs,0,87,0,0,2,0,0,1,0,0,1,1,2
bs,0,41,0,0,0,0,0,0,0,0,0,0,0
bs,0,370,0,3,1,0,4,1,1,0,1,6,1
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,647,0,1,2,1,1,0,0,0,0,5,1
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,139,0,1,1,0,1,0,2,0,0,2,1
bs,0,167,0,1,1,0,1,1,2,0,1,2,2
bs,3,3113,0,2,15,7,7,12,4,6,18,12,37
bs,0,63,0,0,0,1,0,0,0,1,0,1,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,4,4661,1,5,13,2,8,6,6,5,8,16,28
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,73,0,0,1,0,0,0,0,0,0,0,0
bs,0,91,0,0,0,0,0,0,0,0,0,1,0
bs,31,5110,1,6,17,7,11,18,7,5,27,17,35
bs,2,2919,2,7,11,3,10,4,8,4,12,14,16
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,0,364,10,1,3,0,1,0,1,0,0,2,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,1,58,0,0,0,0,0,0,0,0,0,0,0
bs,0,100,0,0,0,0,0,0,0,0,0,2,0
bs,0,54,0,0,0,0,0,0,0,0,0,0,0
bs,0,94,0,0,0,0,0,0,0,0,0,0,0
bs,0,50,1,0,0,0,0,0,0,0,0,0,0
bs,41,12200,0,53,31,34,54,21,38,15,55,100,80
bs,0,3840,0,10,12,5,10,3,8,6,20,13,22
bs,15,3026,0,9,8,3,10,1,5,2,11,14,18
bs,10,8807,0,16,18,8,28,9,11,9,28,38,37
bs,1,3694,0,1,10,1,4,7,4,3,12,7,29
bs,1,2602,0,8,14,8,8,5,3,3,13,12,22
bs,4,3512,0,4,12,3,7,7,6,5,20,15,26
bs,6,1922,0,3,7,1,2,6,2,4,7,5,19
bs,11,8136,0,13,20,6,9,9,12,9,32,28,49
bs,0,3877,0,12,13,9,16,9,11,6,28,29,31
bs,21,12946,1,33,38,21,35,22,22,16,39,79,74
bs,10,596,0,0,2,0,0,3,0,1,4,0,7
bs,7,5534,1,14,13,12,17,14,23,6,27,33,38
bs,9,4912,0,3,12,3,3,3,2,1,23,6,38
bs,2,4646,0,13,9,9,18,6,11,6,22,27,30
bs,5,3050,0,12,12,13,10,17,8,3,14,23,31
bs,0,191,0,1,1,1,2,0,1,1,1,1,1
bs,16,3131,0,6,8,3,9,2,8,3,8,17,14
bs,9,5949,0,14,14,6,20,12,17,7,27,32,36
bs,4,1190,3,9,1,1,10,0,6,1,6,9,3
bs,16,13710,3,46,37,31,52,25,33,19,54,87,79
bs,14,5402,0,13,12,5,21,8,17,11,22,39,30
bs,4,469,0,2,1,2,2,0,1,0,1,3,5
bs,11,4441,0,10,8,5,13,7,11,5,24,25,26
bs,12,4837,0,12,9,5,15,10,11,6,27,26,29
bs,1,899,0,4,2,0,4,3,2,2,6,4,8
bs,29,5309,4,11,11,5,11,5,10,4,22,20,26
bs,2,296,0,0,0,0,0,0,0,0,0,0,0
bs,6,5189,0,18,12,8,23,10,15,7,32,34,30
bs,0,168,0,0,1,0,1,0,0,1,0,1,1
bs,0,299,0,0,0,0,0,0,0,0,1,0,1
bs,2,333,0,1,2,1,2,1,0,0,4,1,3
bs,20,8905,0,28,21,10,41,12,14,10,32,50,42
bs,2,405,0,2,2,0,1,0,1,1,1,2,4
bs,4,2837,0,13,9,11,22,7,9,8,18,23,21
bs,19,4434,0,8,12,2,11,7,9,2,19,17,25
bs,14,1269,0,1,6,0,3,2,1,1,5,5,10
bs,3,276,1,0,1,0,0,0,0,0,1,1,1
bs,11,4897,0,16,15,11,21,11,12,9,30,35,32
bs,4,4399,0,14,10,6,18,11,12,6,18,26,30
bs,15,11618,0,28,31,8,36,21,29,11,37,64,63
bs,0,266,0,1,2,0,1,0,1,1,0,1,4
bs,2,266,0,1,1,0,1,2,1,1,3,1,4
bs,0,188,0,1,1,0,0,1,0,1,1,0,1
bs,0,282,0,1,1,0,0,1,0,1,2,2,2
bs,13,3444,0,13,10,5,13,9,5,5,22,17,29
bs,6,8047,0,19,24,14,29,16,30,11,36,54,45
bs,3,1809,0,8,5,2,6,6,4,5,6,15,14
bs,0,484,0,0,1,2,1,1,1,1,2,4,3
bs,2,289,0,1,1,1,0,0,0,0,0,1,1
bs,1,108,0,1,0,1,1,0,1,0,0,1,0
bs,2,304,0,2,0,1,0,0,0,1,2,1,1
bs,21,6646,5,16,12,8,23,10,15,8,27,33,32
bs,1,417,0,1,2,1,1,1,1,1,3,2,1
bs,1,5341,1,19,17,12,24,12,12,5,31,36,37
bs,1,328,0,0,1,0,1,0,1,0,0,2,1
bs,0,279,0,2,0,1,3,0,2,1,1,4,1
bs,2,427,0,2,1,0,3,1,1,0,4,1,3
bs,15,6652,0,22,17,10,22,17,13,6,38,32,47
bs,2,433,0,2,0,2,0,1,1,1,2,2,2
bs,0,399,0,2,3,0,2,3,2,2,3,3,4
bs,3,6638,0,14,18,10,19,15,14,4,36,37,51
bs,0,809,0,2,2,0,1,3,1,3,4,2,6
bias,5,1643,0,5,3,3,6,2,3,3,3,4,7
bias,1,1634,0,2,6,1,2,5,1,3,8,2,10
bias,5,1353,0,1,3,2,2,2,2,3,6,2,7
bias,1,2520,0,7,12,3,8,4,1,4,13,9,19
bias,0,2675,0,5,10,2,6,5,3,5,22,11,24
bias,5,1198,0,0,3,0,0,1,1,2,7,3,10
bias,1,1700,0,10,3,8,5,4,9,5,5,15,8
bias,2,2395,0,8,8,2,8,5,4,3,14,12,18
bias,2,1457,0,8,6,2,12,2,7,6,3,12,8
bias,3,3479,0,10,8,6,7,6,7,4,10,14,21
bias,12,6420,0,5,21,8,11,16,7,14,27,20,39
bias,1,2220,0,5,12,1,9,6,7,8,18,13,20
bias,1,2039,0,7,4,2,8,5,6,4,6,13,10
bias,2,3216,0,14,9,6,16,7,8,5,13,25,17
bias,0,2463,0,2,5,0,4,3,3,5,8,8,12
bias,0,1863,0,2,3,1,1,4,3,2,7,3,8
bias,0,2330,0,6,12,4,7,10,7,5,13,12,22
bias,0,1903,0,2,4,3,5,4,6,4,9,8,10
bias,10,1880,0,3,3,0,3,3,3,1,10,4,9
bias,0,2667,1,9,7,7,10,4,12,6,5,18,9
bias,0,1160,0,3,3,1,3,3,3,4,7,5,10
bias,0,3001,0,3,5,4,4,5,8,3,6,12,11
bias,1,1799,0,6,4,5,8,4,6,2,13,11,16
bias,4,1035,0,1,1,1,2,0,2,2,2,4,3
bias,2,1976,0,7,5,4,2,5,3,4,7,9,16
bias,3,1757,0,2,4,0,3,3,1,3,8,3,10
bias,4,3405,0,5,9,2,4,11,2,5,16,5,17
bias,2,1990,0,6,9,4,12,6,6,5,10,13,13
bias,1,2112,0,12,6,6,6,4,10,3,11,16,12
bias,1,2152,0,4,13,0,4,8,4,8,14,6,14
bias,4,1678,0,2,5,0,4,6,3,2,7,8,9
bias,7,1727,0,2,5,3,5,4,0,3,10,6,12
bias,1,2025,0,5,8,2,4,8,7,5,9,6,12
bias,4,2030,0,7,9,1,4,7,5,5,15,9,19
bias,3,3807,0,11,11,9,10,8,8,5,16,16,22
bias,4,1646,0,2,6,2,5,3,3,4,5,6,9
bias,5,4123,1,8,18,7,13,10,13,8,21,21,29
bias,7,1961,0,5,9,1,4,4,4,4,5,10,7
bias,6,1224,0,1,5,0,3,1,2,0,6,4,7
bias,2,1685,2,2,5,2,7,3,6,2,8,10,7
bias,9,3476,0,5,13,2,5,7,4,4,15,13,21
bias,4,1966,0,1,7,2,5,8,4,5,15,5,14
bias,5,1854,0,5,5,1,2,2,1,3,12,7,14
bias,0,1435,0,3,3,1,4,4,3,2,8,8,7
bias,20,4341,1,4,10,5,11,4,8,3,12,14,18
bias,7,5636,0,12,17,4,15,8,7,5,22,24,29
bias,10,3970,0,6,7,5,13,3,7,3,22,19,27
bias,8,4735,4,10,11,5,7,4,10,6,20,20,26
bias,2,2426,0,4,9,3,5,4,4,3,11,6,13
bias,2,7800,0,25,23,15,29,19,15,13,20,38,38
bias,2,2017,0,4,5,3,5,0,4,1,7,7,8
bias,5,2938,0,5,6,5,10,4,3,2,14,14,16
bias,5,1514,0,8,6,2,8,1,7,4,5,15,6
bias,4,7070,7,28,17,17,26,17,19,16,27,48,41
bias,0,2807,0,4,6,6,5,3,3,4,11,12,17
bias,2,6169,0,21,12,14,24,12,9,7,29,34,46
bias,2,2969,0,3,12,3,2,9,4,8,16,8,17
bias,14,4625,0,13,12,9,14,1,10,3,14,21,19
bias,5,5099,0,2,10,3,3,7,3,5,17,6,18
bias,0,2149,0,6,6,5,2,8,1,3,12,9,22
bias,0,3994,0,12,11,6,16,9,8,8,19,22,28
bias,0,2176,0,2,11,4,4,8,6,12,13,9,21
bias,7,2064,0,2,6,2,3,6,2,5,10,7,10
bias,0,4871,1,24,16,21,26,12,19,7,24,40,34
bias,5,1336,0,4,3,1,5,2,4,1,9,7,8
bias,3,1801,0,5,5,3,6,3,3,2,11,10,16
bias,4,3335,1,4,10,4,7,2,6,4,16,13,22
bias,2,3129,0,14,8,10,14,9,6,5,17,20,22
bias,1,3253,0,10,11,5,12,4,7,3,23,23,30
bias,5,4765,0,9,13,4,13,6,8,6,25,25,33
bias,3,2032,0,7,8,4,5,6,7,8,10,15,11
bias,6,7555,0,15,17,11,16,3,15,8,34,37,37
bias,2,2407,0,4,10,4,6,7,4,4,15,8,20
bias,3,2842,0,7,11,7,3,5,3,5,12,15,17
bias,7,8364,0,26,21,22,30,17,24,11,34,52,55
bias,5,3828,4,17,11,8,8,10,9,6,21,24,25
bias,1,3116,4,6,6,5,9,2,3,6,13,13,20
bias,0,3458,0,12,10,8,13,7,13,2,13,24,16
bias,4,1883,0,3,3,3,6,2,3,2,13,10,16
bias,7,2416,0,11,7,6,8,3,7,4,11,14,13
bias,10,2233,0,3,4,4,5,3,5,1,9,10,12
bias,2,1570,0,1,7,1,1,4,2,4,11,3,11
bias,4,1306,0,7,3,3,3,3,4,3,7,7,10
bias,6,3959,0,5,10,0,7,9,4,9,17,10,25
bias,0,2848,0,4,11,1,11,6,11,3,14,22,17
bias,8,2736,0,10,11,3,12,4,6,4,16,12,22
bias,16,4301,0,17,9,13,14,6,8,5,15,28,22
bias,12,7524,0,15,16,5,21,5,16,7,17,32,30
bias,8,4336,0,13,8,7,17,7,8,4,22,21,33
bias,0,1933,0,5,6,2,5,3,7,5,11,9,17
bias,17,5682,0,12,10,3,15,7,7,5,20,21,33
bias,8,2941,0,2,3,3,4,3,4,3,13,11,18
bias,1,1254,0,2,6,1,3,6,1,4,6,5,9
bias,1,1374,0,4,4,6,4,2,6,3,4,12,10
bias,0,1683,0,7,7,2,8,2,5,5,13,11,14
bias,6,2335,1,2,3,2,2,4,2,4,11,7,11
bias,3,2095,0,4,5,1,5,3,3,1,9,8,12
bias,4,2313,0,2,6,0,3,5,6,1,15,9,15
bias,16,3103,3,6,7,1,8,7,8,4,14,14,16
bias,0,1617,3,3,6,3,2,5,6,3,7,13,10
bs,2,1499,0,9,5,1,10,2,6,5,5,10,10
bs,17,5062,0,4,16,2,7,5,6,3,26,19,32
bs,54,31439,7,67,58,41,76,31,65,26,82,134,125
bs,9,4032,0,18,8,8,20,6,16,9,16,30,27
bs,0,4417,0,4,15,1,5,6,7,3,18,15,33
bs,3,2807,0,7,8,5,9,6,6,3,12,13,15
bs,3,5094,0,17,11,8,21,9,15,9,29,30,37
bs,6,2315,0,6,4,3,4,4,4,2,11,11,12
bs,3,1583,0,3,7,1,6,7,1,4,12,10,14
bs,1,1872,0,3,4,1,4,4,1,3,10,9,14
bs,16,8355,0,22,19,11,32,14,18,12,34,44,46
bs,6,3780,0,2,9,1,6,4,3,1,10,5,20
bs,2,1469,0,7,0,2,8,1,5,2,4,9,5
bs,12,2953,0,7,7,6,11,6,6,5,15,16,21
bs,5,1827,0,3,10,0,3,2,2,1,8,3,11
bs,2,1377,0,5,2,1,7,2,5,2,8,8,10
bs,2,5119,3,22,15,23,22,10,15,7,24,41,32
bs,3,1581,0,4,3,0,6,3,1,1,5,6,13
bs,8,3906,2,24,5,8,20,2,12,5,17,38,22
bs,3,1343,0,6,1,4,8,1,2,2,3,12,6
bs,6,2233,0,7,7,3,9,3,3,1,12,14,19
bs,4,2125,0,9,10,4,7,10,5,5,17,11,27
bs,2,1395,0,2,4,3,4,4,2,2,4,3,9
bs,2,4125,0,6,12,4,12,11,10,5,10,13,20
bs,3,1075,0,2,1,2,6,5,0,1,5,5,7
bs,5,9847,0,11,14,10,20,12,13,12,28,29,41
bs,22,5294,0,8,10,5,17,9,4,4,24,17,34
bs,8,5078,0,11,15,8,13,11,14,7,19,27,30
bs,2,1111,0,1,4,0,3,2,0,0,4,1,7
bs,2,2144,0,6,8,1,12,3,3,2,11,13,15
bs,4,1132,0,3,4,0,2,1,2,2,4,4,5
bs,3,1186,0,5,1,4,8,0,3,1,2,9,6
bs,7,1025,0,0,4,0,3,1,2,1,3,3,6
bs,6,1980,0,6,9,2,7,5,5,2,12,10,19
bs,5,1848,0,6,4,1,7,4,0,2,7,10,16
bs,2,2770,0,2,7,0,3,7,3,2,17,10,24
bs,8,2988,0,9,8,4,16,3,8,3,12,18,15
bs,2,1184,0,4,3,0,11,3,3,2,5,7,10
bs,1,3213,1,7,14,5,8,13,10,6,15,16,28
bs,4,946,0,1,7,1,2,5,1,2,9,3,11
bs,1,281,0,1,1,1,2,1,1,0,1,2,1
bs,7,1343,0,3,0,0,7,3,0,0,8,12,10
bs,6,7968,0,21,19,15,23,10,19,12,29,42,43
bs,0,1502,0,0,3,0,1,2,2,0,6,3,7
bs,1,795,0,3,3,1,7,1,5,3,0,6,3
bs,11,4233,0,11,11,7,17,5,11,6,27,28,30
bs,15,2808,0,4,5,2,9,0,7,1,13,13,17
bs,0,1085,0,2,3,2,4,2,7,4,3,10,5
bs,11,2751,0,9,6,2,12,3,3,1,12,10,23
bs,8,4570,0,10,9,3,18,4,9,5,13,20,16
bs,0,1043,0,3,6,1,3,3,4,3,6,7,7
bs,4,1664,0,2,4,0,1,2,1,0,9,4,7
bs,2,1734,0,2,4,2,3,6,4,4,7,6,13
bs,43,11802,9,30,39,33,34,36,38,25,54,67,88
bs,2,4850,1,12,11,5,18,13,11,8,16,31,25
bs,2,3502,0,3,3,1,5,4,5,3,8,7,15
bs,2,1478,0,2,5,0,5,1,2,1,6,4,12
bs,14,5935,0,17,24,11,21,14,18,9,33,35,45
bs,4,880,0,1,0,1,1,0,0,1,0,1,1
bs,4,4129,0,8,13,6,12,9,10,8,18,17,26
bs,25,10804,0,42,21,30,57,13,33,15,39,83,59
bs,4,4107,0,8,13,6,12,9,10,8,18,17,26
bs,2,2001,0,8,5,5,9,1,8,4,5,13,10
bs,13,1797,0,6,8,0,8,6,1,2,12,6,15
bs,2,1737,0,1,3,0,2,3,1,1,11,3,20
bs,9,2809,0,12,5,3,13,3,1,2,10,18,16
bs,37,10995,2,22,20,19,29,18,16,12,45,40,62
bs,22,9180,2,9,20,5,18,10,9,12,37,28,52
bs,25,4637,0,9,10,1,14,8,4,5,21,17,29
bs,2,1588,0,0,4,0,2,7,1,2,14,3,18
bs,9,1306,0,1,4,1,2,2,2,0,9,7,10
bs,4,1693,0,0,2,0,3,1,1,1,8,3,11
bs,5,1424,0,4,3,0,7,1,1,0,10,6,8
bs,4,2465,0,2,4,0,4,1,5,1,5,10,6
bs,0,1334,0,7,8,2,7,4,6,5,5,10,7
bs,2,2027,0,6,4,2,8,3,5,1,9,11,16
bs,7,2019,0,6,10,2,5,5,3,6,13,10,14
bs,5,4265,0,7,12,1,9,10,9,7,16,16,24
bs,7,4340,0,8,8,4,16,6,9,3,16,19,22
bs,10,2757,0,2,13,4,8,4,8,3,12,12,13
bs,10,1837,0,6,1,4,6,0,4,3,5,10,4
bs,4,1077,0,2,8,5,6,3,8,1,9,9,9
bs,15,6428,0,9,12,6,7,5,9,4,34,23,40
bs,2,1402,0,1,2,1,3,1,4,2,12,10,13
bs,1,1559,0,3,5,0,4,3,1,2,6,5,13
bs,3,843,0,1,5,2,1,4,2,4,7,1,8
bs,8,1507,0,1,3,3,2,1,4,1,4,8,5
bs,4,1377,0,1,1,1,1,1,2,2,9,4,8
bs,6,1054,0,3,3,0,1,3,4,1,3,6,4
bs,1,1012,0,2,5,1,2,5,2,3,8,3,12
bs,6,1267,0,0,7,0,3,5,0,2,8,2,14
bs,3,663,0,0,1,0,0,1,0,1,4,1,7
bs,22,6797,2,15,17,8,18,16,13,10,27,38,50
bs,2,1686,0,1,3,2,1,3,3,2,6,4,8
bs,5,2225,0,1,15,3,2,11,5,7,18,5,22
bs,8,2742,0,5,7,6,9,5,5,5,17,19,16
bs,2,4148,0,4,9,2,7,6,10,6,16,15,24
bs,3,1233,0,0,2,1,1,2,1,2,8,3,9
bs,2,1052,0,3,3,0,1,3,1,1,3,5,7
bs,2,798,0,2,3,0,3,1,3,3,2,4,2
