type,caps_text,text_len,excl_text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
bs,1,1246,0,2,4,1,5,1,2,2,8,5,12
bs,11,2260,2,0,6,0,2,6,0,2,12,3,25
bs,0,1104,0,2,3,1,7,5,5,2,6,7,10
bs,11,2195,2,0,6,0,2,5,0,2,14,3,24
bs,1,1421,0,2,5,0,3,1,0,2,10,0,11
bs,1,1131,0,1,3,0,2,2,1,2,7,4,9
bs,1,972,0,0,3,0,1,6,1,2,12,2,12
bs,1,1001,0,3,3,2,3,3,0,4,4,6,13
bs,3,1136,0,4,3,2,4,4,1,2,10,5,13
bs,10,2142,2,2,6,0,4,5,2,4,12,9,23
bs,1,864,0,1,2,0,1,1,1,1,6,4,7
bs,1,799,0,0,4,0,3,0,0,1,3,2,6
bs,8,880,0,5,2,1,4,0,1,2,1,6,4
bs,1,1250,0,0,2,0,0,0,1,1,3,2,13
bs,2,1358,0,1,5,0,1,12,0,2,13,2,23
bs,2,1089,0,0,4,0,4,2,0,2,5,2,11
bs,4,1525,0,0,6,1,3,2,3,2,8,4,9
bs,1,799,0,0,4,0,3,0,0,1,3,2,6
bs,2,1180,0,1,1,0,2,1,1,1,6,7,9
bs,12,2545,2,1,9,0,2,5,0,4,18,5,27
bs,1,1330,0,4,6,1,3,5,3,4,7,6,10
bs,1,813,0,4,4,0,6,3,2,3,3,6,5
bs,11,2352,2,2,4,1,5,5,3,2,13,6,21
bs,3,1107,0,1,8,2,0,4,1,4,16,3,16
bs,11,2441,2,2,6,1,3,4,1,3,16,7,27
bs,0,967,0,5,3,5,6,3,3,3,9,8,10
bs,10,2161,2,0,5,0,2,5,0,3,15,3,23
bs,0,927,0,0,2,0,5,0,2,2,10,5,11
bs,10,2500,2,1,7,2,6,7,2,3,14,6,25
bs,1,722,2,0,0,0,0,1,0,0,4,0,9
bs,3,811,0,2,4,1,4,3,3,2,3,4,12
bs,3,3073,2,17,12,5,13,8,9,4,11,25,18
bs,5,1592,3,4,5,5,1,3,4,0,6,9,12
bs,15,2276,0,5,6,1,6,3,2,2,4,5,10
bs,4,3109,0,7,7,2,11,3,6,3,9,11,11
bs,17,5759,0,23,21,8,28,12,15,13,29,37,37
bs,9,4239,0,16,10,7,23,7,13,7,18,27,25
bs,20,7383,18,18,23,9,21,22,23,14,29,38,55
bs,2,1800,0,10,5,6,10,4,6,4,5,16,7
bs,7,2527,0,4,8,2,6,6,6,4,10,6,16
bs,4,2373,0,4,6,4,6,4,7,3,13,9,19
bs,12,4904,0,10,15,5,13,8,8,6,28,26,40
bs,3,2178,4,5,5,2,4,5,3,5,13,7,17
bs,22,6014,0,16,11,8,21,9,15,5,27,29,30
bs,2,1714,0,4,4,4,3,5,3,2,6,11,17
bs,45,6374,0,19,16,10,25,10,12,8,30,27,37
bs,5,2533,0,5,7,2,4,4,4,4,10,12,17
bs,21,2883,2,13,12,13,14,6,14,3,17,32,21
bs,19,5951,8,19,17,15,28,10,18,10,17,39,36
bs,4,1637,0,5,2,1,4,3,5,3,10,7,15
bs,4,1637,0,5,2,1,4,3,5,3,10,7,15
bs,4,1764,0,2,4,4,6,4,4,2,11,9,13
bs,3,999,0,2,2,3,4,1,1,2,5,7,11
bs,10,3921,0,12,9,3,6,9,4,6,15,16,23
bs,10,4184,0,8,11,6,16,10,11,9,20,22,22
bs,8,1677,1,4,4,5,3,2,1,3,8,9,10
bs,3,2714,1,2,9,2,2,3,2,3,16,6,19
bs,1,993,1,1,4,2,2,3,3,3,5,6,8
bs,11,2567,3,4,8,1,5,3,1,3,8,9,10
bs,1,641,0,2,3,0,1,1,3,1,4,6,4
bs,13,2130,0,5,7,4,5,2,8,3,4,11,14
bs,1,2320,0,9,7,5,5,1,4,5,8,15,18
bs,10,2698,0,6,9,5,6,5,4,4,17,12,22
bs,1,519,0,1,0,0,0,3,0,1,5,1,7
bs,12,2751,3,5,13,3,3,2,1,3,9,15,12
bs,13,3492,0,3,10,3,2,6,0,2,20,6,25
bs,2,2755,1,1,6,1,6,3,3,0,7,7,12
bs,13,4924,0,16,11,9,19,6,8,8,21,30,28
bs,3,1933,0,7,6,6,5,3,3,3,11,9,15
bs,2,543,0,0,2,1,1,0,0,0,2,2,2
bs,0,853,1,4,2,3,2,2,3,2,4,4,7
bs,21,5883,0,6,12,2,10,4,4,5,22,17,28
bs,12,2763,12,6,8,4,8,7,6,10,10,15,13
bs,20,4675,15,16,9,15,18,7,14,7,13,33,25
bs,6,2975,0,4,6,5,6,2,3,0,17,12,20
bs,14,3607,0,11,8,3,12,3,4,5,11,14,27
bs,19,9130,5,26,24,19,32,20,21,13,39,53,67
bs,19,9391,9,26,24,19,32,20,21,13,39,53,67
bs,18,1495,3,0,2,0,1,2,0,1,7,2,11
bs,2,1656,0,2,6,3,2,8,6,7,10,6,14
bs,15,3953,0,11,7,7,13,4,7,4,20,17,22
bs,0,513,0,0,1,0,0,0,0,1,2,0,4
bs,5,2389,0,2,4,0,1,3,3,3,11,5,19
bs,2,17151,0,24,36,15,25,27,22,18,44,56,81
bs,11,4706,2,13,16,11,19,10,12,3,15,24,25
bs,3,1614,0,4,5,2,8,2,3,2,7,10,9
bs,9,1202,0,2,2,2,2,3,2,2,6,5,9
bs,33,5329,0,3,8,4,4,1,8,1,18,11,24
bs,5,2444,1,8,5,8,3,5,5,4,11,13,16
bs,0,2643,0,2,6,3,1,6,2,3,10,5,14
bs,4,4862,0,10,19,5,11,10,7,8,23,16,34
bs,34,1906,2,7,1,1,8,3,4,3,7,11,11
bs,9,5014,0,17,9,11,15,8,4,8,25,34,33
bs,4,2747,8,5,6,2,9,5,6,6,8,12,16
bs,10,2800,2,6,9,2,8,5,7,3,17,14,24
bs,13,2696,1,9,13,6,12,9,4,4,13,18,19
bs,24,5109,0,18,21,7,21,14,12,10,34,24,45
bs,4,1041,0,1,2,1,2,0,1,0,5,3,5
bs,0,4967,0,9,11,7,13,8,6,5,20,20,23
bs,9,5025,2,9,21,6,13,15,13,10,21,16,29
bs,8,2240,0,8,9,3,12,10,8,5,14,15,16
bs,33,8838,1,14,18,10,14,10,8,6,41,35,51
bs,6,2355,0,3,4,1,1,4,2,2,9,10,11
bs,10,2103,0,3,6,0,0,2,1,2,11,5,14
bs,2,1485,1,2,4,0,1,4,2,5,7,4,8
bs,2,11542,0,17,15,10,26,19,19,8,35,35,56
bs,2,923,2,5,3,4,5,3,2,2,7,10,6
bs,0,1498,4,7,5,11,8,6,7,5,8,13,10
bs,1,2377,0,8,5,2,10,1,3,2,12,15,17
bs,1,1098,0,7,5,3,10,2,4,3,5,11,10
bs,0,260,0,0,0,0,0,0,2,0,0,2,0
bs,17,5658,0,11,15,3,10,9,9,9,35,24,35
bs,7,2942,0,4,7,6,4,5,5,2,17,12,19
bs,9,1984,3,8,6,6,9,3,7,3,7,18,10
bs,11,5703,0,18,14,9,22,7,11,8,23,33,35
bs,20,1501,12,3,7,4,6,5,5,2,5,10,8
bs,17,5658,0,11,15,3,10,9,9,9,35,24,35
bs,4,1194,0,1,3,1,0,4,1,1,8,2,9
bs,37,6904,5,11,24,7,15,16,10,7,33,25,55
bs,1,1386,0,4,5,1,5,3,4,1,9,8,10
bs,11,2493,5,3,8,5,5,6,11,3,14,10,19
bs,8,4646,1,8,7,5,6,5,10,6,14,15,17
bs,21,7180,1,24,16,10,28,10,15,13,24,31,34
bs,10,3845,3,11,12,4,12,10,9,7,18,26,32
bs,2,3676,0,13,11,5,10,12,17,5,15,24,22
bs,0,1109,0,1,2,0,1,1,2,1,3,2,5
bs,2,2015,0,5,5,5,4,4,4,2,8,9,11
bs,18,6653,24,26,20,21,30,16,29,11,26,57,33
bs,20,3395,0,7,9,3,9,7,11,5,18,17,28
bs,0,6301,0,4,18,6,18,21,15,5,21,22,34
bs,15,6287,6,4,16,7,20,12,15,5,25,26,39
bs,21,6324,6,7,15,7,20,11,14,5,27,28,42
bs,1,728,0,1,6,1,4,1,0,0,8,2,10
bs,6,4772,0,8,13,3,10,6,5,3,19,14,27
bs,4,2182,0,3,5,1,5,2,2,0,6,6,8
bs,9,2357,11,8,7,2,7,3,6,4,13,10,9
bs,0,1627,0,8,9,5,8,8,5,3,9,11,15
bs,1,5146,0,2,12,2,11,3,5,8,19,18,32
bs,2,2615,0,5,10,3,6,4,3,2,7,10,14
bs,3,2397,3,9,4,5,7,3,5,1,5,11,13
bs,2,6736,1,15,17,4,21,20,17,9,37,29,48
bs,3,1812,1,2,6,2,3,5,2,3,9,4,15
bs,4,3176,0,5,8,3,8,8,4,1,16,9,18
bs,3,1912,0,1,8,1,3,11,1,3,14,5,20
bs,7,2486,0,12,12,3,8,5,8,6,10,13,20
bs,1,984,0,0,1,0,2,1,1,0,0,2,2
bs,2,9119,1,25,24,22,35,17,27,15,37,54,54
bs,4,1438,0,4,6,2,4,5,3,3,8,5,9
bs,12,4094,0,3,12,3,7,11,7,8,17,15,34
bs,189,12507,0,12,12,6,18,7,11,6,28,24,35
bs,5,7695,0,31,19,13,36,10,21,14,30,44,54
bs,1,4430,0,8,12,3,13,11,2,5,33,7,47
bs,15,4006,0,9,13,5,11,7,9,3,26,20,31
bs,42,2016,0,2,4,0,0,3,3,2,11,3,13
bs,4,2186,0,5,7,4,6,7,3,1,9,9,19
bs,19,5658,0,10,14,4,11,8,9,6,24,19,29
bs,4,1436,0,3,6,1,5,2,4,1,4,5,6
bs,6,4700,0,3,12,1,5,10,3,2,24,7,30
bs,15,2694,0,8,6,3,5,2,4,2,10,9,14
bs,2,2339,0,3,4,3,4,1,3,0,7,10,10
bs,1,3020,1,14,9,8,17,10,13,8,22,21,24
bs,8,4338,0,2,12,1,5,6,4,2,15,9,30
bs,3,2959,0,4,11,5,10,5,9,3,16,19,20
bs,3,2437,0,4,7,1,5,8,3,4,12,10,17
bs,2,3204,0,3,7,1,7,6,2,1,19,12,20
bs,6,4341,3,2,10,4,7,9,3,1,22,13,29
bs,15,5011,0,22,15,7,24,2,13,6,21,26,32
bs,10,5516,0,13,14,14,24,12,22,4,20,35,29
bs,19,6173,0,12,17,5,15,18,11,3,20,29,33
bs,35,5012,0,13,13,7,15,12,10,5,26,20,28
bs,9,6925,5,22,18,13,21,20,18,12,24,41,40
bs,12,9049,0,24,18,22,23,9,18,5,44,50,54
bs,6,2886,0,9,6,5,8,4,5,3,16,13,17
bs,14,4055,0,11,7,6,12,3,7,3,18,26,31
bs,4,404,0,0,2,2,1,1,1,1,3,2,4
bs,9,2358,2,10,7,5,9,6,13,4,10,18,15
bs,1,1361,0,1,9,0,0,8,3,3,9,5,18
bs,6,3992,0,6,8,4,10,7,6,8,19,13,26
bs,14,5791,0,17,17,12,16,11,11,12,36,34,40
bs,34,6284,1,7,16,8,13,13,16,7,28,31,39
bs,2,879,0,5,3,1,8,1,4,2,3,6,6
bs,11,2505,2,5,5,2,9,3,3,3,12,10,13
bs,2,6686,0,16,11,12,15,5,11,1,27,34,50
bs,6,1226,3,4,2,4,4,3,2,1,10,7,10
bs,2,935,0,4,4,2,7,3,5,4,6,6,9
bs,3,7631,7,6,26,5,11,30,12,13,56,17,68
bs,6,1629,8,2,11,4,3,8,3,6,8,5,13
bs,6,882,5,2,5,2,1,7,3,5,5,3,9
bs,4,4090,0,5,23,5,4,14,4,13,23,13,29
bs,1,6856,0,17,25,13,25,28,21,9,32,38,61
bs,2,1466,0,1,5,3,0,5,2,0,6,6,8
bs,2,1619,3,4,4,2,8,4,6,2,10,10,12
bs,6,3760,0,7,8,6,11,5,6,8,18,16,22
bs,3,2624,5,8,9,8,7,8,7,4,14,14,20
bs,24,4893,2,9,10,7,8,7,7,4,17,15,24
bs,5,2089,0,2,2,4,3,4,5,1,7,7,11
bs,2,1637,0,0,4,1,2,3,0,1,4,3,9
bs,13,3853,1,10,18,9,11,11,7,5,18,17,31
bs,1,501,2,1,1,0,1,0,0,1,1,1,0
bs,5,3396,0,11,12,2,10,4,7,1,9,17,12
bs,8,2684,0,5,6,3,3,3,3,3,11,11,15
bs,2,3945,1,7,14,5,7,16,5,10,17,12,37
bs,11,5503,1,15,17,11,13,18,12,14,28,23,42
bs,85,16061,0,5,17,2,4,12,5,7,32,18,44
bs,1,1792,0,6,6,6,6,8,6,5,6,12,16
bs,0,2812,0,5,13,7,7,11,7,5,17,14,31
bs,131,8089,10,21,14,17,22,15,22,5,29,43,50
bs,5,1681,0,5,5,3,7,7,6,2,12,8,16
bs,3,3178,0,5,7,1,2,5,3,3,18,8,19
bs,1,3797,0,5,12,2,10,14,8,7,23,19,30
bs,12,5180,2,7,21,1,13,11,4,7,27,20,35
bs,2,662,4,2,6,1,3,6,2,5,5,3,11
bs,3,2733,0,11,8,5,16,3,5,4,12,18,13
bs,11,7370,0,16,18,13,20,15,11,7,35,25,44
bs,2,1918,1,3,10,4,4,11,6,7,15,9,19
bs,3,3076,0,13,10,10,19,4,11,4,7,24,15
bs,1,7770,0,26,21,25,35,21,26,12,36,53,53
bs,3,530,0,4,2,4,5,2,4,1,3,8,2
bs,3,3077,0,13,10,10,19,4,11,4,7,24,15
bs,6,1642,5,7,10,7,6,6,7,8,11,11,17
bs,25,12807,0,22,23,15,25,17,21,16,65,48,68
bs,2,4636,0,7,20,8,13,19,12,7,16,21,34
bs,2,2275,0,12,15,8,20,13,9,10,23,18,28
bs,6,6782,1,18,9,10,20,12,12,10,25,28,39
bs,4,4478,0,4,8,4,5,8,3,2,15,12,20
bs,2,4600,0,3,11,2,5,3,4,4,22,5,31
bs,26,6455,0,3,12,2,8,7,7,5,16,11,33
bs,4,1747,1,2,7,0,7,3,2,3,7,4,14
bs,3,1850,0,5,10,6,9,7,8,5,12,13,16
bs,0,1443,0,6,3,5,4,3,7,2,11,10,11
bs,7,5626,0,7,17,2,6,15,9,5,27,17,36
bs,3,1284,0,2,6,2,4,7,3,1,4,5,15
bs,7,4588,0,2,15,4,5,18,8,8,18,12,33
bs,0,180,0,0,0,0,0,0,0,0,1,0,3
bs,25,14932,4,49,27,26,54,21,29,16,50,83,87
bs,0,630,0,1,6,1,6,5,1,4,7,1,9
bs,1,6922,0,14,19,5,23,13,9,3,30,21,46
bs,1,200,0,0,4,0,1,2,0,1,1,0,2
bs,0,1577,0,6,7,2,6,3,3,1,3,10,8
bs,1,9912,0,13,19,5,22,15,15,7,32,35,61
bs,1,10031,1,14,24,11,20,26,18,10,41,30,73
bs,0,5915,0,9,13,6,5,19,10,8,26,15,47
bs,1,8669,0,5,17,1,7,22,7,9,39,18,79
bs,1,8993,1,28,27,21,38,23,29,9,50,47,79
bs,0,314,0,0,1,0,0,2,1,0,2,2,2
bs,0,530,0,0,4,0,1,3,1,0,3,2,5
bs,0,864,0,1,2,2,0,2,0,0,4,2,7
bs,6,3472,0,6,15,4,5,11,6,6,18,14,32
bs,0,2115,1,4,6,2,4,5,3,4,10,8,14
bs,0,11136,1,10,33,5,15,37,15,22,58,28,104
bs,0,6936,1,10,15,9,19,16,15,10,24,35,53
bs,9,2673,0,8,6,2,6,6,1,2,8,8,16
bs,0,1104,0,2,5,1,4,6,2,2,7,2,8
bs,4,6596,0,24,18,9,17,19,17,13,32,42,50
bs,1,1951,0,9,7,9,14,6,11,5,12,16,18
bs,0,2804,1,5,6,7,9,6,10,3,7,24,9
bs,2,454,0,0,2,0,1,2,1,1,2,3,2
bs,0,12391,0,17,37,13,22,27,25,14,45,41,96
bs,3,8305,0,43,24,29,37,19,28,14,39,63,58
bs,6,5437,5,15,17,5,17,17,7,10,31,29,55
bs,10,6605,0,12,20,11,12,10,9,6,31,28,51
bs,3,3426,0,9,9,2,15,8,9,2,13,19,32
bs,0,2286,0,6,7,7,10,7,9,6,13,11,16
bs,1,6859,0,18,22,10,16,18,15,6,40,30,54
bs,0,904,2,4,3,1,3,3,0,1,1,5,4
bs,1,12428,2,26,37,14,35,33,19,14,58,66,90
bs,2,16608,0,30,41,25,40,39,37,30,65,72,112
bs,4,2295,11,6,11,3,8,11,6,4,14,9,27
bs,2,3951,0,13,10,5,10,14,11,7,16,15,33
bs,8,592,1,3,3,2,2,1,2,1,2,4,3
bs,6,5698,0,19,15,21,20,14,15,10,23,49,41
bs,5,4964,2,17,10,6,22,12,8,7,31,33,48
bs,1,9490,0,20,19,12,20,11,17,10,48,52,59
bs,0,465,0,0,4,0,0,3,0,1,4,2,4
bs,0,4262,0,10,15,3,13,13,8,7,27,19,39
bs,3,5015,1,15,16,7,13,16,12,9,28,28,46
bs,18,24947,0,43,64,45,63,53,54,39,97,106,161
bs,0,248,0,1,3,1,3,1,1,1,2,2,3
bs,11,6754,0,15,25,11,21,14,13,14,34,38,52
bs,1,4062,0,4,12,2,8,6,2,3,19,18,25
bs,0,3550,0,14,7,8,17,5,8,3,12,21,19
bs,9,3291,0,12,8,8,9,6,10,6,15,19,21
bs,5,12047,0,30,31,17,37,16,28,13,38,53,82
bs,0,1145,0,1,4,0,4,4,0,2,5,3,11
bs,6,6790,0,17,16,10,19,16,15,13,35,32,46
bs,10,946,0,1,4,0,1,2,1,4,2,1,3
bs,7,5458,0,20,20,14,18,13,16,10,22,32,42
bs,2,570,0,2,3,0,2,2,0,0,5,1,8
bs,0,6562,0,22,22,13,26,13,28,9,34,36,44
bs,0,523,0,1,4,2,2,4,1,0,4,4,5
bs,1,7630,0,13,11,5,16,8,11,6,27,33,29
bs,1,12448,0,58,39,36,49,32,40,23,51,83,86
bs,6,6105,0,21,10,14,26,7,16,2,24,36,32
bs,0,355,0,1,2,0,1,1,0,0,4,0,5
bs,0,346,0,3,4,2,4,3,2,1,2,4,4
bs,1,410,0,5,2,0,6,1,1,1,2,6,4
bs,1,157,0,0,1,0,0,2,0,0,3,0,3
bs,3,5203,6,18,9,6,22,8,10,3,16,31,22
bs,0,43,0,0,0,0,0,0,0,0,0,0,1
bs,2,66,0,1,0,0,1,0,0,0,0,1,0
bs,4,6742,2,19,15,8,23,10,16,16,23,35,43
bs,1,4877,1,12,9,5,12,7,8,5,18,20,28
bs,10,4675,0,8,12,2,12,7,8,3,25,22,37
bs,1,149,0,2,0,0,2,0,1,1,2,2,1
bs,10,5697,0,15,13,6,19,13,18,7,28,33,38
bs,0,19,0,1,0,1,0,0,1,0,0,1,0
bs,8,156,0,0,0,0,0,1,0,0,0,0,1
bs,4,732,7,1,1,0,1,1,1,0,1,1,1
bs,0,125,0,0,0,2,0,0,0,0,2,1,2
bs,0,13,0,0,0,0,0,0,0,0,0,0,0
bs,1,149,0,2,0,0,2,0,1,1,2,2,1
bs,1,177,0,1,1,0,4,0,0,1,2,1,2
bs,4,5590,0,25,11,15,31,6,20,4,16,44,30
bs,58,92561,0,127,100,66,147,62,98,52,160,236,258
bs,1,62,0,0,0,0,0,0,0,0,1,0,1
bs,0,12,0,0,0,0,0,0,0,0,0,0,0
bs,3,187,0,1,1,0,2,1,0,0,1,0,2
bs,1,248,0,2,1,0,2,0,0,0,2,1,1
bs,3,120,0,0,0,0,0,0,0,1,0,0,1
bs,0,13,0,0,0,0,0,0,0,0,0,0,0
bs,6,2020,3,9,6,4,10,1,8,2,8,13,12
bs,4,5778,3,9,8,2,6,9,7,3,17,17,26
bs,2,1587,3,4,1,1,6,0,1,0,5,5,4
bs,2,1022,3,0,3,0,1,3,0,0,9,2,13
bs,1,981,3,7,2,5,7,1,2,1,3,8,3
bs,6,5173,3,12,9,6,14,11,13,6,20,32,30
bs,6,5486,3,9,5,4,13,2,8,2,18,20,28
bs,0,929,3,1,5,0,2,1,0,3,5,1,7
bs,2,1300,4,0,7,0,2,3,0,1,7,1,8
bs,1,614,3,0,0,0,1,0,1,1,3,3,2
bs,13,5122,3,10,14,7,13,7,13,5,21,29,34
bs,3,1837,3,3,6,1,6,5,4,1,9,7,12
bs,1,383,3,0,0,0,0,0,0,0,1,0,0
bs,6,6437,3,19,24,8,19,17,14,13,42,35,54
bs,1,1037,3,2,2,0,6,3,0,0,11,3,11
bs,15,5510,3,10,9,6,17,2,9,2,12,21,19
bs,13,4330,3,9,12,4,12,9,9,4,21,17,36
bs,29,3696,8,10,11,5,13,5,8,5,12,24,13
bs,6,1667,3,1,4,1,2,4,2,1,4,3,6
bs,5,9086,3,18,19,12,17,13,20,11,23,40,36
bs,16,5339,3,7,5,4,8,3,3,1,21,19,18
bs,1,1259,3,3,2,1,5,1,1,2,5,3,3
bs,0,1373,3,2,5,2,0,5,2,3,8,4,11
bs,8,5778,4,8,17,4,14,11,7,6,28,15,37
bs,4,2588,3,10,8,1,13,5,6,4,12,13,14
bs,24,6865,3,16,16,6,30,11,19,8,29,44,40
bs,0,1700,3,2,4,0,0,0,1,0,6,4,5
bs,3,1105,3,4,2,3,6,1,3,2,5,7,5
bs,2,1619,5,1,3,0,0,2,1,0,4,4,8
bs,16,14861,3,23,35,13,34,24,21,12,65,54,95
bs,2,1309,3,6,2,4,3,1,1,3,7,7,8
bs,2,1451,1,0,5,0,1,0,2,1,9,4,10
bs,7,1463,3,4,4,0,4,2,1,1,9,5,7
bs,0,830,4,0,1,0,3,0,1,1,2,3,2
bs,16,10907,3,13,26,6,25,18,17,11,40,34,64
bs,3,1941,4,1,3,3,5,2,2,1,10,5,12
bs,7,6595,3,14,20,10,18,12,14,11,24,33,35
bs,0,392,3,0,1,0,2,0,0,0,0,1,1
bs,7,4738,3,4,13,4,9,9,5,4,25,10,33
bs,6,1681,1,6,7,3,5,4,7,4,11,11,15
bs,1,425,3,0,1,0,0,1,0,1,2,1,1
bs,1,634,4,0,2,0,2,1,2,1,5,3,4
bs,1,745,4,0,4,0,1,2,0,2,3,3,3
bs,6,1768,3,8,5,4,7,4,3,6,13,8,12
bs,0,277,3,0,0,0,0,0,0,0,1,0,0
bs,4,2294,3,3,6,1,4,2,2,3,8,8,11
bs,8,2431,1,6,8,10,13,5,7,3,13,15,18
bs,20,5466,6,7,9,4,5,10,4,9,23,14,34
bs,2,1997,3,4,2,2,7,5,3,2,10,7,12
bs,8,5306,4,3,14,5,11,10,12,9,29,22,32
bs,9,5837,3,10,17,7,14,6,7,8,25,29,27
bs,12,5125,5,8,15,2,14,11,8,11,20,24,32
bs,1,1578,1,4,7,2,6,2,3,3,11,8,11
bs,3,2656,3,8,5,3,14,2,2,1,4,10,8
bs,7,1235,1,6,1,2,4,2,4,3,3,10,3
bs,4,3276,1,2,6,1,3,5,3,1,22,7,22
bs,13,6664,5,20,11,7,19,5,13,3,33,33,31
bs,4,2420,3,3,8,3,3,9,3,1,17,7,22
bs,3,3834,3,12,14,9,12,14,8,7,22,22,27
bs,8,4671,1,8,9,2,17,4,4,4,21,15,27
bs,0,759,3,3,1,1,5,1,1,1,3,2,5
bs,1,280,3,0,0,0,0,0,0,0,1,0,0
bs,1,3355,3,2,9,0,6,4,1,4,15,14,19
bs,8,5241,2,10,25,5,10,15,11,11,32,24,48
bs,1,1794,3,6,8,3,8,4,3,1,13,6,15
bs,2,1730,3,9,2,2,11,0,3,1,6,8,2
bs,9,2195,3,1,8,1,1,5,1,5,7,6,12
bs,7,4451,3,18,12,9,16,7,13,5,20,27,22
bs,8,813,1,0,0,0,1,1,0,0,5,1,3
bs,16,4013,3,10,6,3,13,5,7,5,20,17,23
bs,0,590,5,0,3,0,0,2,1,2,2,0,2
bs,11,6093,4,16,12,9,20,11,14,7,29,28,42
bs,0,4533,3,11,10,6,11,8,6,9,28,15,44
bs,6,1610,3,0,2,1,1,2,0,0,8,3,10
bs,4,967,3,3,2,0,6,0,3,0,3,6,4
bs,12,5476,4,11,16,7,16,11,15,10,23,28,31
bs,5,3494,6,10,9,9,13,10,11,5,17,22,30
bs,5,2532,3,5,4,0,8,1,0,0,12,4,15
bs,1,6674,7,14,15,9,23,16,19,9,29,33,51
bs,1,1191,3,6,0,4,3,1,2,2,5,9,6
bs,12,3356,3,12,9,6,14,5,8,3,14,19,17
bs,1,371,3,0,0,0,0,0,0,0,2,0,1
bs,21,7525,4,13,19,7,14,13,11,8,32,28,42
bs,9,4476,3,9,16,7,11,9,7,3,21,17,28
bs,22,10603,7,16,30,3,23,12,13,7,38,37,66
bs,0,260,3,0,0,0,0,0,0,0,0,0,0
bs,4,1116,3,4,0,3,4,0,2,1,5,5,6
bs,10,7450,3,15,21,13,28,15,19,16,36,39,51
bs,1,4842,3,6,7,5,13,5,4,7,24,15,33
bs,3,4636,1,9,12,4,10,12,9,7,21,18,32
bs,2,1856,3,11,5,3,12,1,6,4,9,16,10
bs,9,2216,1,5,6,2,6,3,4,2,14,8,20
bs,2,2797,5,5,12,1,9,11,4,7,13,10,26
bs,0,1235,3,0,0,0,0,0,0,0,5,1,6
bs,3,2239,3,9,5,5,13,2,4,2,6,13,10
bs,1,2352,0,6,5,3,9,2,7,3,7,15,7
bs,1,3809,0,12,9,7,5,7,7,3,22,14,31
bs,10,7401,0,15,20,8,23,15,13,7,43,30,67
bs,1,2453,0,5,8,3,12,3,7,2,11,11,22
bs,9,8790,0,13,15,12,16,13,9,4,32,30,56
bs,1,2720,1,8,13,2,12,10,6,4,18,11,28
bs,0,4001,0,19,8,13,18,12,13,5,17,38,34
bs,6,4322,0,19,9,9,22,2,20,6,19,32,26
bs,0,1810,0,9,4,4,3,1,6,0,11,15,15
bs,2,3605,0,12,11,9,10,7,6,3,23,25,25
bs,6,3035,0,6,12,7,15,9,3,4,19,19,34
bs,3,1538,0,3,5,3,6,5,3,1,9,5,12
bs,6,5210,2,9,11,7,12,9,14,4,19,22,26
bs,0,730,0,3,3,1,3,1,2,2,4,4,8
bs,8,4462,3,10,20,6,18,15,10,9,31,22,42
bs,3,1502,0,3,5,3,6,5,3,1,9,5,11
bs,3,7236,0,22,17,7,22,16,15,8,30,30,39
bs,12,4431,0,24,13,14,22,6,15,8,17,35,27
bs,4,5740,0,22,18,17,18,9,13,9,23,39,32
bs,9,8685,0,26,20,11,31,11,15,11,35,42,51
bs,1,3270,0,7,11,6,12,8,6,4,16,16,24
bs,5,2511,0,6,8,7,8,5,2,3,14,12,13
bs,1,3816,0,6,6,7,5,6,5,2,19,12,26
bs,4,1204,0,6,1,2,7,0,2,3,9,6,6
bs,6,9073,1,10,27,8,16,19,13,16,40,25,47
bs,0,5299,0,12,15,6,17,7,11,8,30,24,36
bs,2,798,0,0,4,0,1,5,2,2,10,2,16
bs,2,6629,0,23,14,7,22,8,16,13,34,34,37
bs,1,5951,0,12,15,8,18,5,9,7,24,27,39
bs,2,1978,0,6,5,4,8,3,9,3,15,14,15
bs,7,3754,0,10,14,7,19,6,16,4,16,28,19
bs,1,5645,0,14,31,15,18,22,15,10,31,38,48
bs,6,9883,0,14,27,11,15,16,15,11,40,22,60
bs,3,2095,0,8,1,6,10,4,5,1,10,13,9
bs,0,2024,1,6,4,4,8,3,3,2,12,15,13
bs,2,3708,0,9,6,4,14,4,5,4,13,17,22
bs,3,4493,0,11,14,7,14,8,13,6,16,28,23
bs,2,2143,0,4,7,4,5,6,3,4,22,16,15
bs,13,3582,0,7,11,7,6,6,6,6,18,11,25
bs,12,4573,0,8,10,1,9,8,4,6,15,10,23
bs,16,5626,0,27,17,17,22,13,12,8,25,40,38
bs,0,6131,0,15,16,8,24,12,15,11,30,25,36
bs,2,3975,1,8,11,6,9,7,7,7,13,14,22
bs,21,7551,0,9,22,4,14,11,10,7,33,21,49
bs,1,1945,0,2,5,3,6,2,4,3,8,8,11
bs,8,2080,0,10,6,3,14,2,7,4,13,15,13
bs,1,1939,0,6,8,4,10,5,5,2,10,14,16
bs,1,1878,1,5,4,5,6,5,4,4,9,9,9
bs,1,7415,0,20,15,17,29,14,20,10,33,44,41
bs,2,3927,0,9,3,6,10,4,11,2,18,22,20
bs,14,6777,2,12,18,7,17,11,11,7,35,33,49
bs,9,2898,0,9,6,4,8,3,0,1,19,17,26
